token_text,start_capital,all_capital,capital_ratio,length,vowel_ratio,number_of_vowels,numeric_charecter,numeric_ratio,number_of_nonAlphanumeric,nonAlphanumericRatio,previous_word_text,prev_start_capital,prev_all_capital,prev_capital_ratio,prev_length,prev_vowel_ratio,prev_number_of_vowels,prev_numeric_charecter,prev_numeric_ratio,prev_number_of_nonAlphanumeric,prev_nonAlphanumericRatio,next_word_text,next_start_capital,next_all_capital,next_capital_ratio,next_length,next_vowel_ratio,next_number_of_vowels,next_numeric_charecter,next_numeric_ratio,next_number_of_nonAlphanumeric,next_nonAlphanumericRatio,class
ýn,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,AACanli,1,0,0.42857142857142855,7,0.75,4.0,0.0,0.0,0.0,0.0,,0,0,0.14348644622152507,6,1.584078752772421,2.320342489556699,0.3618463578519122,0.10249471713174205,0.0009428748550961835,0.00010373931385226193,11
Silahlý,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.14034761322560074,6,1.514625363023898,2.3121600081201885,0.3533846836139397,0.1079502337873713,0.001088007030831095,0.00012122500715514478,hazýrlýðýnda,0,0,0.0,12,1.4,5.0,0.0,0.0,0.0,0.0,7
hazýrlýðýnda,0,0,0.0,12,1.4,5.0,0.0,0.0,0.0,0.0,Silahlý,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,hava,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,11
hava,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,hazýrlýðýnda,0,0,0.0,12,1.4,5.0,0.0,0.0,0.0,0.0,harekatýyla,0,0,0.0,11,1.2,5.0,0.0,0.0,0.0,0.0,11
harekatýyla,0,0,0.0,11,1.2,5.0,0.0,0.0,0.0,0.0,hava,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,,0,0,0.1434962727142125,6,1.584187236456353,2.3205013953565587,0.3618711384544223,0.10250173635630935,0.0009429394267202828,0.00010373931385226192,11
etki,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,,0,0,0.14035722475917325,6,1.5147290902779058,2.3123183535528775,0.3534088847291029,0.1079576266262829,0.001088081541653642,0.00012122500715514478,kuzeyindeki,0,0,0.0,11,1.2,5.0,0.0,0.0,0.0,0.0,11
kuzeyindeki,0,0,0.0,11,1.2,5.0,0.0,0.0,0.0,0.0,etki,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,silahlý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,8
silahlý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,kuzeyindeki,0,0,0.0,11,1.2,5.0,0.0,0.0,0.0,0.0,ta,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,11
ta,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,silahlý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.14350609987985516,6,1.5842957275696563,2.320660312038887,0.36189592075400134,0.10250875606157961,0.00094300400276649,0.00010373931385226193,11
eklendi,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.1403668369509798,6,1.5148328246355474,2.3124767098296584,0.35343308750164987,0.10796501997148399,0.001088156057578971,0.00012122500715514478,paket,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,11
paket,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,eklendi,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,wH2UjxtaUP,0,0,0.4,10,2.0,3.0,1.0,0.1,0.0,0.0,11
wH2UjxtaUP,0,0,0.4,10,2.0,3.0,1.0,0.1,0.0,0.0,paket,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,yenisi,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,11
yenisi,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,wH2UjxtaUP,0,0,0.4,10,2.0,3.0,1.0,0.1,0.0,0.0,bombalý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,11
bombalý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,yenisi,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,ABD,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,11
ABD,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,bombalý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,daha,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,8
daha,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,ABD,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,nRPfe9raDa,0,0,0.3,10,2.0,3.0,1.0,0.1,0.0,0.0,11
nRPfe9raDa,0,0,0.3,10,2.0,3.0,1.0,0.1,0.0,0.0,daha,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,de,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,11
de,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,nRPfe9raDa,0,0,0.3,10,2.0,3.0,1.0,0.1,0.0,0.0,saldýrýlarýna,0,0,0.0,13,1.1666666666666667,6.0,0.0,0.0,0.0,0.0,11
saldýrýlarýna,0,0,0.0,13,1.1666666666666667,6.0,0.0,0.0,0.0,0.0,de,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,bir,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,11
bir,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,saldýrýlarýna,0,0,0.0,13,1.1666666666666667,6.0,0.0,0.0,0.0,0.0,,0,0,0.14351592771849914,6,1.58440422611284,2.3208192396044285,0.3619207047507658,0.10251577624758573,0.0009430685832351086,0.00010373931385226192,11
TeKarn8nOt,1,0,0.3,10,2.0,3.0,1.0,0.1,0.0,0.0,,0,0,0.14037644980106545,6,1.5149365660973084,2.3126350769512736,0.35345729193169373,0.10797241382300923,0.0010882305786074312,0.0001212250071551448,,0,0,0.1435257562301906,6,1.5845127320864127,2.3209781780539287,0.3619454904448317,0.10252279691436067,0.0009431331681264409,0.00010373931385226195,11
SgJTn1xLBU,1,0,0.6,10,8.0,1.0,1.0,0.1,0.0,0.0,,0,0,0.14038606330947534,6,1.515040314663676,2.3127934549184674,0.35348149801934836,0.1079798081808933,0.0010883051047393727,0.0001212250071551448,,0,0,0.14353558541497557,6,1.5846212454908841,2.3211371273881336,0.36197027783631547,0.10252981806193734,0.0009431977574407901,0.00010373931385226193,11
Polonya,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.14039567747625453,6,1.5151440703351362,2.31295184373198,0.353505705764727,0.10798720304517086,0.0010883796359751445,0.0001212250071551448,,0,0,0.14354541527290018,6,1.584729766326762,2.321296087607787,0.3619950669253331,0.10253683969034864,0.0009432623511784589,0.00010373931385226195,8
nin,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,,0,0,0.1404052923014481,6,1.515247833112176,2.3131102433925563,0.3535299151679433,0.1079945984158766,0.0010884541723150962,0.0001212250071551448,ya,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,11
ya,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,nin,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,,0,0,0.1435552458040105,6,1.584838294594556,2.3214550587136364,0.36201985771200107,0.10254386179962753,0.0009433269493397504,0.00010373931385226195,11
doluyor,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.1404149077851011,6,1.515351602995282,2.313268653900938,0.3535541262291108,0.10800199429304519,0.0010885287137595773,0.0001212250071551448,,0,0,0.1435650770083526,6,1.584946830294775,2.321614040706426,0.3620446501964355,0.10255088438980693,0.0009433915519249674,0.00010373931385226196,11
AB,1,1,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,,0,0,0.1404245239272587,6,1.5154553799849406,2.3134270752578683,0.35357833894834306,0.10800939067671134,0.0010886032603089379,0.0001212250071551448,,0,0,0.14357490888597269,6,1.5850553734279271,2.321773033586901,0.36206944437875277,0.10255790746091978,0.0009434561589344131,0.00010373931385226195,7
verdiði,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.14043414072796595,6,1.5155591640816386,2.313585507464091,0.3536025533257536,0.10801678756690972,0.0010886778119635267,0.0001212250071551448,,0,0,0.14358474143691682,6,1.5851639239945228,2.321932037355809,0.36209424025906906,0.10256493101299902,0.0009435207703683903,0.00010373931385226197,11
süre,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,,0,0,0.14044375818726795,6,1.515662955285863,2.313743950520348,0.3536267693614559,0.10802418496367501,0.001088752368723694,0.0001212250071551448,,0,0,0.1435945746612311,6,1.5852724819950705,2.3220910520138944,0.36211903783750077,0.10257195504607756,0.000943585386227202,0.00010373931385226196,11
kardeþlik,0,0,0.0,9,2.0,3.0,0.0,0.0,0.0,0.0,,0,0,0.14045337630520988,6,1.5157667535980999,2.3139024044273824,0.3536509870555637,0.10803158286704193,0.0010888269305897895,0.00012122500715514481,,0,0,0.14360440855896162,6,1.585381047430079,2.322250077561902,0.36214383711416404,0.10257897956018838,0.0009436500065111513,0.00010373931385226197,11
Temel,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,,0,0,0.1404629950818367,6,1.5158705590188368,2.314060869185938,0.3536752064081904,0.10803898127704513,0.0010889014975621622,0.00012122500715514481,Kürt,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,10
Kürt,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,Temel,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,,0,0,0.14361424313015453,6,1.5854896203000577,2.3224091140005796,0.3621686380891753,0.10258600455536439,0.0009437146312205411,0.00010373931385226197,11
den,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,,0,0,0.14047261451719362,6,1.5159743715485599,2.314219344796758,0.3536994274194497,0.10804638019371937,0.0010889760696411626,0.00012122500715514481,,0,0,0.14362407837485594,6,1.5855982006055156,2.322568161330671,0.36219344076265075,0.10259303003163855,0.0009437792603556747,0.00010373931385226199,11
tGqu8BSEfb,0,0,0.4,10,3.5,2.0,1.0,0.1,0.0,0.0,,0,0,0.14048223461132575,6,1.5160781911877563,2.314377831260584,0.35372365008945517,0.10805377961709929,0.0010890506468271399,0.00012122500715514481,Afrin,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,11
Afrin,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,tGqu8BSEfb,0,0,0.4,10,3.5,2.0,1.0,0.1,0.0,0.0,dost,0,0,0.0,4,3.0,1.0,0.0,0.0,0.0,0.0,8
dost,0,0,0.0,4,3.0,1.0,0.0,0.0,0.0,0.0,Afrin,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Metin,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,11
Metin,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,dost,0,0,0.0,4,3.0,1.0,0.0,0.0,0.0,0.0,,0,0,0.143633914293112,6,1.5857067883469624,2.3227272195529234,0.36221824513470685,0.10260005598904381,0.000943843893916855,0.00010373931385226197,10
bu,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,,0,0,0.1404918553642782,6,1.5161820179369134,2.314536328578161,0.35374787441832034,0.10806117954721962,0.001089125229120444,0.00012122500715514481,yaþayan,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,11
yaþayan,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,bu,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,Korgeneral,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,11
Korgeneral,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,yaþayan,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Bölge,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,6
Bölge,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Korgeneral,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,de,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,6
de,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,Bölge,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,mesajý,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,11
mesajý,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,de,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,kardeþimiz,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,11
kardeþimiz,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,mesajý,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,Ýsmail,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,11
Ýsmail,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,kardeþimiz,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,Acem,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,10
Acem,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,Ýsmail,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,halký,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,11
halký,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,Acem,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,Ordu,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,11
Ordu,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,halký,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,u4PJpKxu5z,0,0,0.3,10,3.0,2.0,2.0,0.2,0.0,0.0,6
u4PJpKxu5z,0,0,0.3,10,3.0,2.0,2.0,0.2,0.0,0.0,Ordu,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,Komutaný,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0,11
Komutaný,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0,u4PJpKxu5z,0,0,0.3,10,3.0,2.0,2.0,0.2,0.0,0.0,,0,0,0.14364375088496883,6,1.585815383524907,2.3228862886680823,0.3622430512054598,0.10260708242761313,0.0009439085319043853,0.000103739313852262,6
2,0,0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,,0,0,0.140501476776096,6,1.5162858517965172,2.314694836750232,0.35377210040615886,0.10806857998411507,0.0010891998165214248,0.00012122500715514481,,0,0,0.14365358815047252,6,1.5859239861398589,2.3230453686768944,0.36226785897502595,0.10261410934737943,0.0009439731743185686,0.00010373931385226199,6
topraklarda,0,0,0.0,11,1.75,4.0,0.0,0.0,0.0,0.0,,0,0,0.14051109884682442,6,1.516389692767055,2.3148533557775397,0.3537963280530844,0.10807598092782031,0.0010892744090304318,0.00012122500715514481,Türk,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,11
Türk,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,topraklarda,0,0,0.0,11,1.75,4.0,0.0,0.0,0.0,0.0,Arap,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,11
Arap,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,Türk,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,,0,0,0.14366342608966923,6,1.586032596192327,2.3232044595801042,0.3622926684435217,0.10262113674837568,0.0009440378211597082,0.000103739313852262,11
herkes,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,,0,0,0.1405207215765085,6,1.5164935408490143,2.3150118856608284,0.3538205573592105,0.10808338237837009,0.0010893490066478152,0.00012122500715514481,kardeþ,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,11
kardeþ,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,herkes,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,,0,0,0.14367326470260514,6,1.5861412136828208,2.3233635613784593,0.36231747961106336,0.10262816463063486,0.000944102472428107,0.000103739313852262,11
avro,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,,0,0,0.14053034496519337,6,1.5165973960428814,2.31517042640084,0.3538447883246508,0.1080907843357991,0.0010894236093739243,0.00012122500715514481,milyon,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,11
milyon,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,avro,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,yardým,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,11
yardým,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,milyon,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,OKfbeFo8w8,1,0,0.3,10,1.6666666666666667,3.0,2.0,0.2,0.0,0.0,11
OKfbeFo8w8,1,0,0.3,10,1.6666666666666667,3.0,2.0,0.2,0.0,0.0,yardým,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,Gazze,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,11
Gazze,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,OKfbeFo8w8,1,0,0.3,10,1.6666666666666667,3.0,2.0,0.2,0.0,0.0,YOK0i4joba,1,0,0.3,10,1.0,4.0,2.0,0.2,0.0,0.0,8
YOK0i4joba,1,0,0.3,10,1.0,4.0,2.0,0.2,0.0,0.0,Gazze,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,456,0,0,0.0,3,0.0,0.0,3.0,1.0,0.0,0.0,11
456,0,0,0.0,3,0.0,0.0,3.0,1.0,0.0,0.0,YOK0i4joba,1,0,0.3,10,1.0,4.0,2.0,0.2,0.0,0.0,taahhüdü,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,11
taahhüdü,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,456,0,0,0.0,3,0.0,0.0,3.0,1.0,0.0,0.0,ye,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,11
ye,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,taahhüdü,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,,0,0,0.1436831039893263,6,1.58624983861185,2.3235226740727057,0.3623422924777674,0.1026351929941899,0.0009441671281240683,0.00010373931385226201,11
Le,1,0,0.5,2,1.0,1.0,0.0,0.0,0.0,0.0,,0,0,0.14053996901292415,6,1.5167012583491437,2.31532897799832,0.3538690209495189,0.10809818680014206,0.0010894982172091096,0.00012122500715514482,gazetelerinden,0,0,0.0,14,1.3333333333333333,6.0,0.0,0.0,0.0,0.0,7
gazetelerinden,0,0,0.0,14,1.3333333333333333,6.0,0.0,0.0,0.0,0.0,Le,1,0,0.5,2,1.0,1.0,0.0,0.0,0.0,0.0,,0,0,0.14369294394987892,6,1.5863584709799237,2.323681797663588,0.36236710704374997,0.10264222183907377,0.0009442317882478954,0.000103739313852262,11
önde,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,,0,0,0.140549593719746,6,1.5168051277682884,2.3154875404540114,0.35389325523392856,0.10810558977143368,0.0010895728301537205,0.00012122500715514482,Bakaný,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,11
Bakaný,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,önde,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,hedefe,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,6
hedefe,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,Bakaný,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,Dýþiþleri,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,11
Dýþiþleri,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,hedefe,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,ulaþýlana,0,0,0.0,9,0.8,5.0,0.0,0.0,0.0,0.0,6
ulaþýlana,0,0,0.0,9,0.8,5.0,0.0,0.0,0.0,0.0,Dýþiþleri,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,h8ysuj5Hsx,0,0,0.1,10,7.0,1.0,2.0,0.2,0.0,0.0,11
h8ysuj5Hsx,0,0,0.1,10,7.0,1.0,2.0,0.2,0.0,0.0,ulaþýlana,0,0,0.0,9,0.8,5.0,0.0,0.0,0.0,0.0,makale,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,11
makale,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,h8ysuj5Hsx,0,0,0.1,10,7.0,1.0,2.0,0.2,0.0,0.0,kadar,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,11
kadar,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,makale,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,,0,0,0.14370278458430913,6,1.5864671107875514,2.323840932151855,0.36239192330912756,0.10264925116531942,0.0009442964527998915,0.00010373931385226203,11
gelen,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,,0,0,0.14055921908570407,6,1.5169090043008022,2.3156461137686573,0.3539174911779933,0.10811299324970867,0.0010896474482081071,0.00012122500715514482,Çavuþoðlu,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,11
Çavuþoðlu,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,gelen,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,,0,0,0.14371262589266307,6,1.5865757580352426,2.3240000775382508,0.3624167412740165,0.10265628097295984,0.00094436112178036,0.00010373931385226201,10
ZeytinDalýHarekatý,1,0,0.16666666666666666,18,1.25,8.0,0.0,0.0,0.0,0.0,,0,0,0.14056884511084347,6,1.5170128879471725,2.315804697943001,0.3539417287818269,0.10812039723500176,0.0010897220713726192,0.00012122500715514482,,0,0,0.1437224678749869,6,1.586684412723507,2.3241592338235226,0.3624415609385333,0.10266331126202798,0.000944425795189604,0.00010373931385226203,9
nhOA2mhJOk,0,0,0.4,10,2.0,3.0,1.0,0.1,0.0,0.0,,0,0,0.14057847179520938,6,1.5171167787078865,2.3159632929777865,0.35396596804554303,0.10812780172734768,0.001089796699647607,0.00012122500715514482,,0,0,0.1437323105313268,6,1.5867930748528538,2.324318401008416,0.36246638230279427,0.1026703420325568,0.0009444904730279268,0.00010373931385226203,11
devam,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,,0,0,0.1405880991388469,6,1.5172206765834315,2.3161218988737584,0.35399020896925515,0.10813520672678113,0.0010898713330334206,0.00012122500715514482,nýn,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,11
nýn,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,devam,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,Fransa,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,11
Fransa,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,nýn,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,yazdý,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,8
yazdý,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,Fransa,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,a,0,0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,11
a,0,0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,yazdý,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,Monde,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,11
Monde,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,a,0,0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,edecek,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,7
edecek,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,Monde,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,,0,0,0.14374215386172884,6,1.586901744423793,2.324477579093679,0.3624912053669158,0.10267737328457929,0.0009445551552956317,0.00010373931385226204,11
açýklamasý,0,0,0.0,10,1.0,5.0,0.0,0.0,0.0,0.0,,0,0,0.1405977271418012,6,1.5173245815742946,2.31628051563166,0.3540144515530772,0.10814261223333686,0.0010899459715304094,0.00012122500715514482,fKF8pjzBJi,0,0,0.4,10,8.0,1.0,1.0,0.1,0.0,0.0,11
fKF8pjzBJi,0,0,0.4,10,8.0,1.0,1.0,0.1,0.0,0.0,açýklamasý,0,0,0.0,10,1.0,5.0,0.0,0.0,0.0,0.0,generalden,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,11
generalden,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,fKF8pjzBJi,0,0,0.4,10,8.0,1.0,1.0,0.1,0.0,0.0,,0,0,0.14375199786623935,6,1.587010421436834,2.3246367680800577,0.36251603013101436,0.10268440501812845,0.0009446198419930222,0.00010373931385226203,6
nükleer,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.14060735580411743,6,1.5174284936809632,2.3164391432522344,0.3540386957971227,0.10815001824704959,0.001090020615138924,0.00012122500715514482,,0,0,0.14376184254490434,6,1.5871191058924865,2.3247959679682975,0.3625408565952063,0.10269143723323722,0.0009446845331204017,0.00010373931385226205,11
li,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,,0,0,0.14061698512584075,6,1.5175324129039245,2.3165977817362267,0.35406294170150554,0.10815742476795405,0.0010900952638593143,0.00012122500715514484,rJpbpQgoJj,0,0,0.3,10,9.0,1.0,0.0,0.0,0.0,0.0,11
rJpbpQgoJj,0,0,0.3,10,9.0,1.0,0.0,0.0,0.0,0.0,li,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,,0,0,0.14377168789777,6,1.58722779779126,2.324955178759146,0.36256568475960815,0.10269846992993857,0.0009447492286780733,0.00010373931385226204,11
ABD,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,,0,0,0.14062661510701638,6,1.5176363392436658,2.3167564310843805,0.35408718926633925,0.10816483179608499,0.0010901699176919305,0.00012122500715514484,,0,0,0.1437815339248826,6,1.5873364971336648,2.3251144004533493,0.3625905146243362,0.10270550310826551,0.0009448139286663404,0.00010373931385226205,8
derece,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,,0,0,0.14063624574768935,6,1.5177402727006748,2.316915091297439,0.3541114384917375,0.10817223933147714,0.0010902445766371224,0.00012122500715514484,son,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,11
son,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,derece,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,,0,0,0.14379138062628818,6,1.58744520392021,2.325273633051655,0.3626153461895071,0.102712536768251,0.0009448786330855068,0.00010373931385226204,11
